ID,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12,sample13,sample14,sample15,sample16,sample17,sample18,sample19,sample20,sample21,sample22,sample23,sample24,sample25,sample26,sample27,sample28,sample29,sample30,sample31,sample32,sample33,sample34,sample35,sample36,sample37,sample38,sample39,sample40,sample41,sample42,sample43,sample44,sample45,sample46,sample47,sample48,sample49,sample50
Lipa,20.7573134247,19.775278128,28.2525186919,8.10168893144,22.7076318718,13.5440982835,17.4570880917,28.2202658325,32.8948384016,8.7528425429,22.0140344455,29.8259353806,26.5535683543,28.1017042778,29.0940165491,36.7222243558,19.1683443364,25.1897901483,29.9888763643,15.652457009,26.6844593938,19.1269048534,22.2841287033,17.2729409677,22.9455884839,37.5990481602,22.6464540932,23.4254695922,30.3771115761,25.8325611457,23.637384306,23.935210426,25.3798372782,17.9252091811,23.0241510485,20.3625087902,30.3848230604,19.6247789587,31.6152699016,19.2561692802,26.8257697397,22.5481216118,28.0975218637,27.6111050562,14.2301404094,18.1081912068,28.1566942441,10.9539234632,21.2216845269,29.6494771809
Msr1,2.99137905226,3.79980790605,0.958006699039,3.73616327879,4.02762270482,1.95186780957,3.018932165,3.05016033385,3.99203595363,4.03644834683,2.11499179907,2.02271848477,2.18667957133,7.19963430415,3.72693195974,2.01604386377,2.00901051258,2.72261427956,1.92078157326,0.902283085582,6.15288356201,5.01166822877,5.35235256099,3.98278237455,2.03491437757,5.65406193491,6.52725398477,2.07747231708,6.18029352457,4.37974520092,2.72514558378,4.92764616188,3.90137648512,2.06659095633,0.948016478862,6.84712687366,5.83842564143,2.82816718527,3.83675069596,1.85003072517,7.73183350063,3.24945609662,3.81100382098,3.97909303505,3.07610212318,1.04384344432,2.16411680694,2.10478986482,4.70507773099,2.01075154199
Padi2,1.31509069494,2.50574664686,0.0,0.0,1.32798845849,1.28714038706,0.0,1.34093252746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34190464474,1.24283885614,1.22980989641,0.0,4.07553491091,2.31054455861,2.39609460184,1.29979547939,1.28636253298,1.36279345886,1.25032063295,0.0,0.0,0.0,0.0,0.0,2.54934148612,0.0,2.5131296849,0.0,1.35233723584,1.37670496779,2.85421187939,1.38798336035,1.24108723801,1.32597069604
Tceal9,11212.6253383,11075.7053429,13579.306163,12742.0792672,15166.3157087,12476.0662887,12119.9277214,12335.5577756,14264.4524035,12302.9750932,14144.5992588,13108.5024305,15691.7149884,11025.3989315,10615.1399221,11901.9027617,13822.2482049,11521.1458944,12646.8252257,14524.9697477,14748.1394763,14355.9253435,11593.8937123,11697.4342496,13217.6481114,10847.5692967,10540.6976386,13924.415452,14600.4716584,9305.6520661,11074.8841099,15427.6118413,14575.4767683,14677.0673462,12091.1240658,12244.0254412,13044.1632601,13920.5979529,8855.8796115,10839.7097194,11039.5998448,12660.76755,13786.7459469,13276.2115729,13108.0099487,15074.0069378,12615.9641087,15353.2099295,10804.4345915,13030.9490291
Hgfac,0.0,8.3326076651,0.0,8.19304121279,26.4965498142,8.5605109908,26.4808936878,0.0,26.2624350039,0.0,0.0,0.0,0.0,23.6821424156,16.3455956632,0.0,8.81112772556,7.9605696484,8.4241728298,15.8289495488,0.0,26.3762376187,18.7794983657,0.0,0.0,24.7976113439,8.17921746578,9.11138782874,9.03518677238,0.0,31.8718834094,8.64467745625,17.1106752805,9.06366430575,0.0,8.58004604174,8.53539818412,8.26919260091,8.41361959572,40.5693671427,8.47757790468,9.5009865227,8.35715921321,8.7257624448,17.9882441527,0.0,9.49139363863,0.0,0.0,8.8187635405
Cyb5a,233.399017756,229.393442445,222.822961502,236.621231527,250.605047805,205.305457503,223.622296215,210.873105358,243.955234211,207.80019556,220.896862994,241.225417855,221.90519155,187.988510546,236.036587356,225.495911634,227.685507545,217.806893801,263.215498247,227.239320057,179.267349383,221.253587286,250.5668072,240.43956484,226.099263336,206.615438915,223.789254868,229.289021969,212.111587989,184.27182165,231.466766174,227.764404565,228.300415196,191.349039053,203.645881978,242.001774228,245.067188292,256.976488835,218.834632373,220.631016171,217.634548048,248.721232275,223.011995373,232.848225613,233.933252592,245.880584053,218.012479495,218.272251132,190.989331742,210.00965965
Dhcr7,45.7318547105,48.1543989157,30.0626263508,31.5652266974,38.8887328654,35.3367566605,55.8695221202,29.4508396424,40.9541950961,29.2304616747,56.1586156561,36.6194424329,50.1445540873,39.102810785,31.4872352776,46.2315658383,60.6187871802,37.2416406638,37.0922337913,23.9579978696,51.9830505213,45.9706802698,25.8398345873,36.0522907625,49.1203170163,40.9446192529,31.5119681213,47.6402324029,39.7825717586,42.2886535358,17.5417719738,35.6841856764,44.7328421452,49.8849504614,32.0375238823,42.500873993,32.8842210892,40.9610753888,41.6764880425,44.6574542458,39.6603414039,44.4481163607,29.8976990471,26.4138561334,49.5022012165,37.7956351375,65.2988798874,43.1859711493,36.3439228352,33.975939229
Cd200r4,0.0,2.11308706308,0.0,0.0,2.23977570523,0.0,0.0,0.0,2.21998578284,0.0,0.0,2.24968228295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28109402317,2.22960561386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02061789104,0.0,0.0,0.0,0.0,0.0,2.16451322395,2.09700547648,0.0,0.0,0.0,0.0,0.0,2.21278817852,0.0,0.0,0.0,0.0,0.0,0.0
Cyp51,61.8392397316,83.4609404816,84.1686127998,69.9949263208,59.8438232599,63.0468105659,70.2099349336,60.4271284613,95.4198837885,78.2282057319,84.7116405354,91.4694775523,81.9324339229,65.1150215242,69.8219827291,72.9341152828,67.488265739,72.6991383665,67.0061176812,69.9466271162,100.696354768,77.7027286512,96.8156263195,33.4481917331,89.3918176658,87.6626345263,60.2386440127,77.840560445,85.1746850312,45.2701093228,84.5032983692,48.3866792947,98.2935870645,77.4328480476,75.9416951067,65.7183104539,77.9487048047,85.261815329,64.4435778017,78.8797620671,84.9129892306,78.3700559353,93.5547184289,64.2638614087,87.437179743,83.6179985846,81.0870324173,81.5835707138,68.0859554325,57.1549438071
Smim14,11.0814225853,10.0292990107,13.3083398403,9.86131394066,13.9876296685,9.21901783581,20.1302852251,9.03934005607,12.2003548194,17.943398985,16.4532634311,14.611477156,13.9732785248,10.001514618,6.73054377085,12.8828854469,14.5124551101,14.1201146288,9.07219202842,14.0383535322,18.234453522,13.3671517457,16.6551315614,12.7253503789,15.2649447434,12.0434932868,13.9898018738,12.6982320251,10.8749377625,12.6551564014,11.6094492496,9.85728568633,8.67147908857,16.6509054431,16.3302528099,7.6094575502,13.5176077311,8.90529013484,13.3247455878,19.0180505485,12.3519541258,15.0468210272,10.5882629074,12.1607990136,18.802204088,12.1806367129,16.2341589604,12.8652063606,13.0723038747,12.2904114847
Pzp,0.0,1.34255506084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49454552108,0.0,0.0,1.27189396283,5.26722559421,0.0,0.0,0.0,2.71461619714,0.0,0.0,0.0,3.02576475267,0.0,1.4379593198,3.99540695356,0.0,0.0,0.0,0.0,3.8514136351,2.7856718892,1.37844145647,0.0,0.0,0.0,0.0,1.33233758526,1.35560775476,2.61462492231,1.36591275829,3.06161001494,1.34651082193,0.0,0.0,0.0,1.52925939587,0.0,3.9897759522,0.0
Ero1l,15.3376390936,14.6120103646,16.3732298074,20.7527196913,18.9298549291,30.023320514,20.6385488369,26.0650453414,27.291050108,5.1740005932,9.03679661156,25.9276119521,16.817578862,12.3048478794,22.29386259,10.3368221276,18.8847269675,23.2660112507,22.9795665293,23.131291764,15.7737795529,15.4177368779,18.2953414792,35.7364733016,20.8671530851,22.5477472648,25.4987133146,28.4047547477,21.1253984459,25.4503391397,31.0501899041,21.8967003109,15.0025883008,17.659985405,12.9619900864,25.0765280068,23.2829684752,29.0016121837,32.786827546,30.0378163661,34.6878683647,33.3217449142,30.9384680448,18.7017651413,15.772038032,14.2722080035,16.6440504336,16.187771635,24.124252689,15.464530365
Clec1b,10.1027891031,9.62482284168,4.85321626112,4.73180625904,0.0,4.9440346307,0.0,10.3013112164,0.0,0.0,0.0,0.0,0.0,13.6773765442,9.44022980699,0.0,0.0,4.59754471014,0.0,0.0,0.0,10.1555489195,0.0,0.0,0.0,9.54773606192,9.4476449937,5.26218785391,5.21817872152,17.750064295,13.8054575969,0.0,0.0,0.0,0.0,9.91063379487,4.9295309888,4.77578670605,14.5775970718,14.0582511709,9.79227496822,0.0,4.82659091365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alox12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ap3s1,50.935901192,54.4439249534,38.1951718691,51.2045409555,40.1447457489,42.5577240948,66.4504480808,40.5360415875,62.1719374415,59.091798771,34.2564207643,39.0622347624,40.8663971244,43.7295493617,54.5606172742,31.3978517312,36.2944446732,45.2287722542,33.5039460521,49.4635675816,26.8309892438,26.2253653886,34.6767191228,38.4572498084,48.1714462727,45.7892850353,60.4123541921,31.060356474,44.9175272618,56.7508184228,49.7979052277,35.6088093858,24.3040030286,25.7480574117,35.4345633568,51.1858087758,38.7957744351,43.4585760802,57.363384984,57.624728758,60.2077579326,43.1846437734,55.7913917273,44.6186624591,29.3830771246,36.4152540115,33.7039386169,30.1575827717,37.5177444527,36.3258978165
Sell,0.0,18.268303949,7.89565818482,2.56604574561,16.5973433206,8.04340985392,13.8229469828,27.9318661564,5.48356488234,5.54457090596,5.81041598349,2.77845895649,0.0,9.88960577873,12.7985277755,2.76929052269,5.51925865548,7.47970821153,10.5537430064,7.4363977171,2.8172538706,11.0146534632,2.9408525256,13.6771348109,0.0,25.8885573084,7.68514851886,8.56101075314,5.65960843499,19.251623788,24.9555411425,8.12249220991,2.67951633391,0.0,18.2310828471,2.68725496073,8.01981399651,2.58989622316,23.7161744793,10.1650021529,34.5171076228,17.8541511601,18.3221304534,16.3973584537,5.63388565737,2.86770125341,5.94537477202,2.89119434833,7.75562123609,2.76202085122
Marcksl1,8268.64559459,8262.89440156,8332.9561766,8171.8687591,9090.23726479,7993.91194713,9646.2903868,6497.38178899,9263.00652432,11873.9118478,8608.35475707,11002.6974677,12171.8363337,6686.89498423,5954.26892201,8052.24475059,10851.7116334,8791.5339594,6234.82663764,8992.32093176,10350.1572969,8540.59283917,10967.1177262,8256.7810766,9314.50496121,5830.89967685,9364.05788759,7955.15460753,7731.89583118,8174.53563923,7417.55469036,7497.68511684,7593.33705701,8463.76278897,9015.37063867,7590.46170446,8612.04641472,7195.92704465,7856.74293008,9547.28279132,7989.99556333,6647.23781652,7900.6637252,8703.21333312,11649.1420362,11011.9728131,7573.49278651,10755.2429758,7349.94258682,9178.40775175
Sdc1,35.3047205412,25.8726481916,28.7012270015,22.8953664079,43.8781192594,13.2901426604,21.9260964065,44.3058047548,16.3089099792,27.4839177672,23.0413494991,30.2996327948,26.8001295803,29.4131087779,22.8387964948,32.9450719084,27.3584473165,14.8304847315,15.6941741666,27.0317855657,30.7226988434,27.2993018894,20.4085420658,16.2711057635,22.1689622603,33.3650588988,25.3963734379,19.8035259685,42.081222008,11.9285616067,12.3702276016,21.4732969601,31.8770665544,36.5853415323,30.9839201693,34.6332238497,29.1525413887,25.6757451677,2.61241892775,15.1160885854,18.4259453489,41.3006310049,38.9233206869,18.965372391,27.9266426101,39.8017929513,11.7882659705,28.6627582427,17.9404805086,27.3821564315
Tmem40,9.13667953817,12.1861883314,7.02258059708,8.5586261347,7.38103008246,8.94249292653,12.9091704395,7.4529739023,9.14476715654,3.69860198655,3.87593854668,5.56025740691,2.00365685661,8.24629087619,13.659967145,16.6257285587,3.68171701177,3.32631254599,10.5600854001,8.26762967346,1.87929795454,7.34751523087,3.92349315315,10.9482833943,9.32297122697,5.18082306713,10.2530226634,15.2287210513,1.88766988066,9.63159663674,8.32351282097,5.41824901022,5.36225324033,1.89361952878,5.21201115048,10.7554795904,8.91625955141,8.63817550392,10.5468564391,10.1711109283,15.9405466509,9.92493378791,8.73006730911,7.29209450465,3.75818093731,3.82589950875,9.91491285598,3.85724245991,8.62253562907,11.0547228781
Cd37,44.3572129877,95.0819821042,53.2712167831,41.5508501477,44.792246744,32.5608495181,11.1914450408,56.5360529423,55.4955964569,0.0,35.2820664205,22.4951819234,0.0,10.0086272925,51.8102327892,89.6838068617,44.6854639503,40.3718751024,53.4037870948,20.06905292,0.0,55.7360746908,35.7149486151,11.0733914224,67.892446922,83.8404044124,41.480743282,80.8643977047,11.4554437688,48.7082932274,60.6141152477,54.8016432835,32.5411721076,45.9661983354,31.6294185062,54.3919220717,32.4653301828,41.9370504406,64.0042637298,61.7240283903,75.2392768414,60.2300868821,21.1915857073,11.0631338947,11.4033790658,11.6088562775,12.0338548449,11.7039596158,73.2569620769,44.7241888381
Oaf,159.547743819,158.203548529,193.956629823,115.902778337,161.112509719,156.156792474,170.875515308,172.643070573,172.724806997,95.5612450944,172.66053814,145.312347202,99.9672112899,141.060715289,206.892515178,181.041052,121.36636129,145.212946271,188.167072931,135.532996889,164.084636742,170.200192187,118.849680694,136.55898161,149.510967602,126.164613493,149.201416338,183.16538507,205.17860852,128.71695243,142.381670726,199.528801516,149.692527858,165.33507726,117.636982766,130.959975652,171.586318628,187.783769631,140.94851246,148.009441317,123.083973212,173.312502293,161.780856481,136.432484002,137.28015006,126.11928091,127.203071098,134.025596551,138.278196264,141.169625988
Cnn3,266.567113047,239.339578175,270.849136686,247.90570295,286.610488548,236.500752035,265.151593792,248.340019051,251.447500722,306.646540786,248.130469706,291.768418691,370.091742079,226.742703839,186.365872587,263.663774277,303.314687613,240.871559573,271.523169619,265.506905973,291.897742652,321.936601255,343.821281367,289.164588395,268.088562918,235.610281581,231.346938794,311.653079796,243.67138836,213.95583594,269.048607922,278.630349908,322.647194014,254.375964602,288.080955209,231.396625643,250.778832548,228.452515386,249.045634058,282.870491307,260.232849294,264.566416389,271.195627555,292.723175575,329.334736939,353.337401448,272.623678092,303.606861339,255.186376896,301.643928351
Fabp5,2771.06938821,3139.42281798,2647.96260701,2988.62165337,2934.37759495,3093.34486352,2993.11062846,2275.69031704,2848.48234898,2395.09075243,1922.16002646,2218.11358861,2315.79303608,3271.60825651,3261.16575229,2740.77910795,1810.75185446,2944.72059244,2481.42932855,2751.46715533,1863.9673269,2710.25586447,2798.01111722,3185.89653531,2506.60251818,2958.56473398,3081.63098244,2137.72234028,2785.19646628,3631.72873381,4284.7311871,2650.01309883,2358.89834499,1707.42915541,1993.74403549,2762.44514879,2865.00941393,3030.56132438,2824.13296099,3223.75782564,3208.5606938,2375.56957061,3134.36079657,3257.66239625,2926.56769739,1850.30300577,1836.76935383,1802.22528491,2827.17227325,3156.4591984
Itgb2l,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gng12,24.3344506803,23.1831798484,24.3149420548,29.6333371554,27.5218843416,20.4828418099,18.1733576383,34.2414269077,24.3559910823,17.7314094308,24.7754344479,20.239074717,23.4805993267,33.3837709675,30.4696611765,28.0444021593,23.5339485862,17.2755077056,31.8755911025,25.1026182201,23.0243101674,25.4399938336,19.3320443085,19.9256175951,24.3340039363,22.5375519312,26.8525684919,30.4199047201,27.1489451793,18.8119088986,17.2915693145,23.5703993094,18.5662343094,20.1737144606,27.3004149105,24.8264731555,28.021918393,27.6080939325,23.4085731745,15.8022285657,26.8886322387,26.9625488092,24.6465770164,26.219186413,27.025553908,16.3037195321,27.4634691039,30.3062435571,26.6395044139,24.0450588373
Rbpms2,51.201619577,28.1418774143,54.8689565255,60.8751372441,35.7949245539,36.6213343305,53.6606613874,54.215733215,41.3917610852,63.7748643437,71.0097144577,65.9142848846,66.9386582632,23.1059569617,29.4422918031,49.7702872346,63.4837173157,34.0548225298,66.3859518473,12.4738642449,64.8093374461,35.6323914697,73.9950912339,45.228749292,44.207808125,50.2496721307,42.3565389045,80.0073735745,46.7892242302,48.4392075493,43.0566118997,25.3030585342,34.6729292131,46.9366967427,52.4244731978,56.0232746258,51.8881783784,35.3750923522,68.1971533877,45.6719033942,38.17531762,87.7068336837,26.3431427782,35.3636240088,50.6267047673,41.2311569092,94.0293720622,58.1965094045,57.6127557903,57.58197675
Mpl,4.02766666707,3.83711643787,3.86965167016,3.77284691387,4.06716804332,0.0,4.06476485885,0.0,0.0,0.0,0.0,0.0,0.0,3.63516206848,0.0,4.071676906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16064995221,3.53819829206,3.669203347,0.0,0.0,0.0,0.0,7.90212068723,3.93050026983,3.80791417671,0.0,3.7363906185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gstt1,20.5841250359,35.2985100094,39.5531211533,26.9945511013,37.4148072417,20.1466398995,12.4642332664,33.5817724707,24.7228148635,24.9978623299,43.6607212407,37.5802937656,18.0562415889,18.5781587029,30.7746890459,20.8090473882,33.1783217307,18.7347145834,31.7212421801,29.8019729795,16.9355634788,28.9682701764,8.83928053999,12.3327535663,8.40152944581,23.3438656477,7.69971554827,42.8861898004,34.0220165873,7.23304305603,11.251279719,32.5515528586,20.1344647349,21.3307805029,19.5703279953,28.2696602286,4.01750768848,35.029871743,23.7611279647,22.9146068029,7.98058477812,22.359991637,31.4689022526,20.535549106,12.7002702674,25.8582322606,22.3374153701,26.0700708907,15.54064369,24.9053058071
Itgb7,3.8127736054,3.63239003733,3.66318937728,3.57154956442,7.70033483211,7.46347748201,0.0,0.0,7.632297203,3.85860420415,8.08722475444,3.8671967921,0.0,0.0,7.12544994648,3.85443571183,7.68197756437,3.47020945237,3.67230556023,3.45011555527,3.92119347506,3.83268506087,4.09322420491,0.0,3.89051388632,7.20659526329,3.56552345076,3.97187959707,7.87732333898,6.69884087922,6.94687164093,11.305286963,0.0,3.95107573153,3.62498915544,3.74025455349,3.72079144666,10.8142375212,0.0,7.07407673338,7.39117230987,8.28343063227,7.28618533034,11.4113278267,0.0,0.0,0.0,4.02410749422,3.59821925687,7.68863484603
P4hb,948.16110522,1082.17523195,1028.21507328,1077.24010577,1398.27108941,946.38576577,999.528376922,1153.45068161,1132.22324921,969.058842193,1080.23687708,1075.95587191,1060.23697427,1080.29211009,1127.21087327,1077.15056036,940.991852739,1050.94634365,1089.54607581,1197.76742483,1013.74170614,1231.49708816,1002.78622164,1026.48184661,1082.44330086,1113.43176161,930.569697159,1241.99411945,1318.88621387,997.871870551,910.811761705,1085.59026788,1184.56296342,997.146486043,1044.26883489,1128.12440039,1268.83411007,1255.8877749,912.085458776,927.489757261,1101.00285578,1152.33414635,1291.67262015,1062.99331316,1057.07105932,1105.60109299,1003.45407641,1169.1529353,903.665160389,989.134327376
